2025-05-11 15:28:46.548196,24.13
2025-05-11 15:28:48.563884,24.14
2025-05-11 15:28:50.563763,24.15
2025-05-11 15:28:52.899699,24.16
2025-05-11 15:28:54.555500,24.16
2025-05-11 15:28:56.549229,24.17
2025-05-11 15:28:58.567554,24.18
2025-05-11 15:29:01.543466,24.21
2025-05-11 15:29:03.559758,24.20
2025-05-11 15:29:05.548025,24.20
2025-05-11 15:29:07.576447,24.21
2025-05-11 15:29:09.563430,24.21
2025-05-11 15:29:11.569666,24.22
2025-05-11 15:29:13.557424,24.22
2025-05-11 15:29:16.564595,24.26
2025-05-11 15:29:18.564147,24.24
2025-05-11 15:29:20.553473,24.25
2025-05-11 15:29:22.550534,24.25
2025-05-11 15:29:24.572417,24.26
2025-05-11 15:29:26.564325,24.24
2025-05-11 15:29:28.563907,24.26
2025-05-11 15:29:30.559466,24.25
2025-05-11 15:29:34.569800,24.24
2025-05-11 15:29:36.560179,24.21
2025-05-11 15:29:38.560905,24.20
2025-05-11 15:29:40.722890,24.20
2025-05-11 15:29:42.559932,24.20
2025-05-11 15:29:44.560339,24.21
2025-05-11 15:29:46.554636,24.21
2025-05-11 15:29:48.554304,24.21
2025-05-11 15:29:50.559492,24.22
2025-05-11 15:29:52.876770,24.24
2025-05-11 15:29:54.559662,24.23
2025-05-11 15:29:56.559871,24.24
2025-05-11 15:29:58.560112,24.23
2025-05-11 15:30:01.554704,24.23
2025-05-11 15:30:03.556936,24.22
2025-05-11 15:30:05.568209,24.21
2025-05-11 15:30:07.542871,24.20
2025-05-11 15:30:09.563763,24.19
2025-05-11 15:30:11.642021,24.18
2025-05-11 15:30:13.564185,24.18
2025-05-11 15:30:16.564359,24.21
2025-05-11 15:30:18.606793,24.19
2025-05-11 15:30:25.563216,24.24
2025-05-11 15:30:27.558950,24.21
2025-05-11 15:30:34.547708,24.22
2025-05-11 15:30:41.560707,24.22
2025-05-11 15:30:43.560243,24.21
2025-05-11 15:30:45.561229,24.21
2025-05-11 15:30:47.555781,24.21
2025-05-11 15:30:49.554076,24.21
2025-05-11 15:30:51.549803,24.22
2025-05-11 15:30:53.557889,24.22
2025-05-11 15:30:55.552715,24.22
2025-05-11 15:30:57.549270,24.23
2025-05-11 15:30:59.568087,24.24
2025-05-11 15:31:01.555847,24.24
2025-05-11 15:31:03.555333,24.25
2025-05-11 15:31:05.560776,24.26
2025-05-11 15:31:07.555728,24.26
2025-05-11 15:31:09.551866,24.26
2025-05-11 15:31:11.556595,24.27
2025-05-11 15:31:13.567852,24.27
2025-05-11 15:31:15.869490,24.28
